data,mm,uf
2015-10-30,0.0,CE
2015-10-30,0.0,CE
2015-10-30,0.0,CE
2015-10-30,0.0,CE
2015-10-30,0.0,CE
2015-10-30,0.0,CE
2015-10-30,0.0,CE
2015-10-30,0.0,CE
2015-10-30,0.0,CE
2015-10-30,0.0,CE
2015-10-30,0.0,CE
2015-10-30,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-10-31,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
2015-11-01,0.0,CE
