id|data_iniSE|casos|ibge_code|cidade|uf|cep|latitude|longitude
20195|2015-05-24|2.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20196|2015-05-31|2.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20197|2015-06-07|2.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20198|2015-06-14|8.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20199|2015-06-21|1.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20200|2015-06-28|1.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20201|2015-07-05|2.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20202|2015-07-12|1.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20203|2015-07-19|1.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20204|2015-07-26|0.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20205|2015-08-02|2.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20206|2015-08-09|3.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20207|2015-08-16|1.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20208|2015-08-23|0.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20209|2015-08-30|0.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20210|2015-09-06|0.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20211|2015-09-13|0.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20212|2015-09-20|1.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20213|2015-09-27|0.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20214|2015-10-04|0.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20215|2015-10-11|0.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20216|2015-10-18|2.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20217|2015-10-25|2.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20218|2015-11-01|0.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20219|2015-11-08|0.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20220|2015-11-15|1.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20221|2015-11-22|0.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20222|2015-11-29|1.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20223|2015-12-06|0.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20224|2015-12-13|1.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20225|2015-12-20|0.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20226|2015-12-27|0.0|230560|Independência|CE|63640-000|-5.4719|-40.3231
20437|2015-01-04|1.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20438|2015-01-11|1.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20439|2015-01-18|1.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20440|2015-01-25|1.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20441|2015-02-01|1.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20442|2015-02-08|1.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20443|2015-02-15|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20444|2015-02-22|3.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20445|2015-03-01|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20446|2015-03-08|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20447|2015-03-15|5.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20448|2015-03-22|6.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20449|2015-03-29|2.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20450|2015-04-05|1.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20451|2015-04-12|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20452|2015-04-19|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20453|2015-04-26|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20454|2015-05-03|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20455|2015-05-10|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20456|2015-05-17|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20457|2015-05-24|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20458|2015-05-31|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20459|2015-06-07|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20460|2015-06-14|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20461|2015-06-21|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20462|2015-06-28|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20463|2015-07-05|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20464|2015-07-12|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20465|2015-07-19|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20466|2015-07-26|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20467|2015-08-02|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20468|2015-08-09|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20469|2015-08-16|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20470|2015-08-23|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20471|2015-08-30|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20472|2015-09-06|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20473|2015-09-13|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20474|2015-09-20|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20475|2015-09-27|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20476|2015-10-04|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20477|2015-10-11|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20478|2015-10-18|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20479|2015-10-25|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20480|2015-11-01|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20481|2015-11-08|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20482|2015-11-15|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20483|2015-11-22|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20484|2015-11-29|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20485|2015-12-06|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20486|2015-12-13|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20487|2015-12-20|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20488|2015-12-27|0.0|230565|Ipaporanga|CE|62215-000|-4.8474|-40.8103
20699|2015-01-04|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20700|2015-01-11|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20701|2015-01-18|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20702|2015-01-25|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20703|2015-02-01|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20704|2015-02-08|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20705|2015-02-15|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20706|2015-02-22|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20707|2015-03-01|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20708|2015-03-08|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20709|2015-03-15|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20710|2015-03-22|1.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20711|2015-03-29|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20712|2015-04-05|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20713|2015-04-12|1.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20714|2015-04-19|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20715|2015-04-26|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20716|2015-05-03|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20717|2015-05-10|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20718|2015-05-17|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20719|2015-05-24|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20720|2015-05-31|1.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20721|2015-06-07|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20722|2015-06-14|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20723|2015-06-21|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20724|2015-06-28|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20725|2015-07-05|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20726|2015-07-12|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20727|2015-07-19|1.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20728|2015-07-26|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20729|2015-08-02|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20730|2015-08-09|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20731|2015-08-16|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20732|2015-08-23|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20733|2015-08-30|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20734|2015-09-06|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20735|2015-09-13|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20736|2015-09-20|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20737|2015-09-27|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20738|2015-10-04|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20739|2015-10-11|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20740|2015-10-18|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20741|2015-10-25|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20742|2015-11-01|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20743|2015-11-08|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20744|2015-11-15|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20745|2015-11-22|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20746|2015-11-29|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20747|2015-12-06|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20748|2015-12-13|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20749|2015-12-20|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20750|2015-12-27|0.0|230570|Ipaumirim|CE|63340-000|-6.8088|-38.7323
20961|2015-01-04|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20962|2015-01-11|15.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20963|2015-01-18|2.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20964|2015-01-25|8.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20965|2015-02-01|34.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20966|2015-02-08|32.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20967|2015-02-15|70.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20968|2015-02-22|35.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20969|2015-03-01|57.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20970|2015-03-08|61.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20971|2015-03-15|13.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20972|2015-03-22|11.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20973|2015-03-29|5.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20974|2015-04-05|1.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20975|2015-04-12|6.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20976|2015-04-19|6.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20977|2015-04-26|4.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20978|2015-05-03|1.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20979|2015-05-10|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20980|2015-05-17|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20981|2015-05-24|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20982|2015-05-31|1.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20983|2015-06-07|1.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20984|2015-06-14|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20985|2015-06-21|2.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20986|2015-06-28|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20987|2015-07-05|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20988|2015-07-12|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20989|2015-07-19|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20990|2015-07-26|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20991|2015-08-02|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20992|2015-08-09|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20993|2015-08-16|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20994|2015-08-23|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20995|2015-08-30|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20996|2015-09-06|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20997|2015-09-13|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20998|2015-09-20|1.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
20999|2015-09-27|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
21000|2015-10-04|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
21001|2015-10-11|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
21002|2015-10-18|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
21003|2015-10-25|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
21004|2015-11-01|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
21005|2015-11-08|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
21006|2015-11-15|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
21007|2015-11-22|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
21008|2015-11-29|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
21009|2015-12-06|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
21010|2015-12-13|2.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
21011|2015-12-20|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
21012|2015-12-27|0.0|230580|Ipu|CE|62250-000|-4.3493|-40.6593
21223|2015-01-04|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21224|2015-01-11|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21225|2015-01-18|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21226|2015-01-25|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21227|2015-02-01|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21228|2015-02-08|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21229|2015-02-15|3.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21230|2015-02-22|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21231|2015-03-01|2.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21232|2015-03-08|7.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21233|2015-03-15|3.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21234|2015-03-22|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21235|2015-03-29|1.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21236|2015-04-05|1.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21237|2015-04-12|3.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21238|2015-04-19|16.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21239|2015-04-26|10.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21240|2015-05-03|5.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21241|2015-05-10|5.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21242|2015-05-17|9.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21243|2015-05-24|5.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21244|2015-05-31|17.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21245|2015-06-07|18.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21246|2015-06-14|17.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21247|2015-06-21|4.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21248|2015-06-28|12.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21249|2015-07-05|12.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21250|2015-07-12|7.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21251|2015-07-19|34.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21252|2015-07-26|22.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21253|2015-08-02|15.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21254|2015-08-09|10.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21255|2015-08-16|12.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21256|2015-08-23|3.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21257|2015-08-30|13.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21258|2015-09-06|3.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21259|2015-09-13|1.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21260|2015-09-20|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21261|2015-09-27|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21262|2015-10-04|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21263|2015-10-11|1.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21264|2015-10-18|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21265|2015-10-25|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21266|2015-11-01|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21267|2015-11-08|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21268|2015-11-15|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21269|2015-11-22|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21270|2015-11-29|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21271|2015-12-06|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21272|2015-12-13|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21273|2015-12-20|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21274|2015-12-27|0.0|230590|Ipueiras|CE|62230-000|-4.6213|-40.8219
21485|2015-01-04|1.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21486|2015-01-11|3.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21487|2015-01-18|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21488|2015-01-25|1.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21489|2015-02-01|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21490|2015-02-08|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21491|2015-02-15|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21492|2015-02-22|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21493|2015-03-01|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21494|2015-03-08|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21495|2015-03-15|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21496|2015-03-22|1.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21497|2015-03-29|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21498|2015-04-05|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21499|2015-04-12|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21500|2015-04-19|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21501|2015-04-26|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21502|2015-05-03|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21503|2015-05-10|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21504|2015-05-17|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21505|2015-05-24|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21506|2015-05-31|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21507|2015-06-07|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21508|2015-06-14|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21509|2015-06-21|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21510|2015-06-28|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21511|2015-07-05|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21512|2015-07-12|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21513|2015-07-19|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21514|2015-07-26|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21515|2015-08-02|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21516|2015-08-09|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21517|2015-08-16|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21518|2015-08-23|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21519|2015-08-30|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21520|2015-09-06|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21521|2015-09-13|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21522|2015-09-20|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21523|2015-09-27|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21524|2015-10-04|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21525|2015-10-11|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21526|2015-10-18|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21527|2015-10-25|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21528|2015-11-01|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21529|2015-11-08|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21530|2015-11-15|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21531|2015-11-22|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21532|2015-11-29|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21533|2015-12-06|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21534|2015-12-13|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21535|2015-12-20|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21536|2015-12-27|0.0|230600|Iracema|CE|62980-000|-5.8127|-38.3529
21747|2015-01-04|1.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21748|2015-01-11|0.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21749|2015-01-18|0.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21750|2015-01-25|0.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21751|2015-02-01|1.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21752|2015-02-08|0.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21753|2015-02-15|1.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21754|2015-02-22|2.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21755|2015-03-01|4.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21756|2015-03-08|7.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21757|2015-03-15|5.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21758|2015-03-22|2.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21759|2015-03-29|8.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21760|2015-04-05|4.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21761|2015-04-12|3.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21762|2015-04-19|0.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21763|2015-04-26|6.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21764|2015-05-03|4.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21765|2015-05-10|0.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21766|2015-05-17|0.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21767|2015-05-24|2.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21768|2015-05-31|5.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21769|2015-06-07|2.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21770|2015-06-14|0.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21771|2015-06-21|0.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21772|2015-06-28|1.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21773|2015-07-05|0.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21774|2015-07-12|0.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
21775|2015-07-19|0.0|230610|Irauçuba|CE|62620-000|-3.8977|-39.7886
