id|data_iniSE|casos|ibge_code|cidade|uf|cep|latitude|longitude
8132|2015-03-08|1.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8133|2015-03-15|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8134|2015-03-22|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8135|2015-03-29|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8136|2015-04-05|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8137|2015-04-12|1.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8138|2015-04-19|1.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8139|2015-04-26|1.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8140|2015-05-03|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8141|2015-05-10|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8142|2015-05-17|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8143|2015-05-24|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8144|2015-05-31|1.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8145|2015-06-07|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8146|2015-06-14|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8147|2015-06-21|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8148|2015-06-28|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8149|2015-07-05|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8150|2015-07-12|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8151|2015-07-19|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8152|2015-07-26|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8153|2015-08-02|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8154|2015-08-09|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8155|2015-08-16|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8156|2015-08-23|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8157|2015-08-30|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8158|2015-09-06|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8159|2015-09-13|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8160|2015-09-20|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8161|2015-09-27|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8162|2015-10-04|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8163|2015-10-11|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8164|2015-10-18|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8165|2015-10-25|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8166|2015-11-01|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8167|2015-11-08|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8168|2015-11-15|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8169|2015-11-22|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8170|2015-11-29|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8171|2015-12-06|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8172|2015-12-13|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8173|2015-12-20|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8174|2015-12-27|0.0|230260|Camocim|CE|62400-000|-2.9366|-40.8389
8385|2015-01-04|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8386|2015-01-11|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8387|2015-01-18|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8388|2015-01-25|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8389|2015-02-01|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8390|2015-02-08|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8391|2015-02-15|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8392|2015-02-22|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8393|2015-03-01|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8394|2015-03-08|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8395|2015-03-15|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8396|2015-03-22|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8397|2015-03-29|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8398|2015-04-05|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8399|2015-04-12|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8400|2015-04-19|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8401|2015-04-26|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8402|2015-05-03|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8403|2015-05-10|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8404|2015-05-17|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8405|2015-05-24|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8406|2015-05-31|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8407|2015-06-07|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8408|2015-06-14|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8409|2015-06-21|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8410|2015-06-28|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8411|2015-07-05|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8412|2015-07-12|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8413|2015-07-19|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8414|2015-07-26|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8415|2015-08-02|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8416|2015-08-09|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8417|2015-08-16|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8418|2015-08-23|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8419|2015-08-30|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8420|2015-09-06|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8421|2015-09-13|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8422|2015-09-20|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8423|2015-09-27|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8424|2015-10-04|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8425|2015-10-11|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8426|2015-10-18|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8427|2015-10-25|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8428|2015-11-01|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8429|2015-11-08|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8430|2015-11-15|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8431|2015-11-22|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8432|2015-11-29|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8433|2015-12-06|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8434|2015-12-13|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8435|2015-12-20|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8436|2015-12-27|0.0|230270|Campos Sales|CE|63150-000|-6.9253|-40.2219
8647|2015-01-04|2.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8648|2015-01-11|1.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8649|2015-01-18|3.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8650|2015-01-25|3.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8651|2015-02-01|5.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8652|2015-02-08|1.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8653|2015-02-15|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8654|2015-02-22|8.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8655|2015-03-01|3.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8656|2015-03-08|8.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8657|2015-03-15|8.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8658|2015-03-22|5.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8659|2015-03-29|5.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8660|2015-04-05|5.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8661|2015-04-12|13.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8662|2015-04-19|5.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8663|2015-04-26|2.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8664|2015-05-03|4.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8665|2015-05-10|1.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8666|2015-05-17|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8667|2015-05-24|1.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8668|2015-05-31|1.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8669|2015-06-07|1.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8670|2015-06-14|3.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8671|2015-06-21|2.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8672|2015-06-28|1.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8673|2015-07-05|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8674|2015-07-12|1.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8675|2015-07-19|1.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8676|2015-07-26|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8677|2015-08-02|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8678|2015-08-09|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8679|2015-08-16|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8680|2015-08-23|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8681|2015-08-30|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8682|2015-09-06|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8683|2015-09-13|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8684|2015-09-20|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8685|2015-09-27|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8686|2015-10-04|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8687|2015-10-11|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8688|2015-10-18|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8689|2015-10-25|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8690|2015-11-01|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8691|2015-11-08|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8692|2015-11-15|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8693|2015-11-22|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8694|2015-11-29|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8695|2015-12-06|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8696|2015-12-13|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8697|2015-12-20|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8698|2015-12-27|0.0|230280|Canindé|CE|62700-000|-4.4047|-39.4175
8909|2015-01-04|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8910|2015-01-11|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8911|2015-01-18|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8912|2015-01-25|1.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8913|2015-02-01|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8914|2015-02-08|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8915|2015-02-15|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8916|2015-02-22|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8917|2015-03-01|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8918|2015-03-08|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8919|2015-03-15|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8920|2015-03-22|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8921|2015-03-29|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8922|2015-04-05|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8923|2015-04-12|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8924|2015-04-19|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8925|2015-04-26|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8926|2015-05-03|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8927|2015-05-10|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8928|2015-05-17|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8929|2015-05-24|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8930|2015-05-31|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8931|2015-06-07|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8932|2015-06-14|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8933|2015-06-21|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8934|2015-06-28|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8935|2015-07-05|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8936|2015-07-12|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8937|2015-07-19|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8938|2015-07-26|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8939|2015-08-02|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8940|2015-08-09|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8941|2015-08-16|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8942|2015-08-23|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8943|2015-08-30|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8944|2015-09-06|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8945|2015-09-13|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8946|2015-09-20|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8947|2015-09-27|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8948|2015-10-04|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8949|2015-10-11|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8950|2015-10-18|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8951|2015-10-25|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8952|2015-11-01|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8953|2015-11-08|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8954|2015-11-15|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8955|2015-11-22|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8956|2015-11-29|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8957|2015-12-06|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8958|2015-12-13|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8959|2015-12-20|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
8960|2015-12-27|0.0|230290|Capistrano|CE|62748-000|-4.4623|-38.9207
9171|2015-01-04|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9172|2015-01-11|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9173|2015-01-18|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9174|2015-01-25|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9175|2015-02-01|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9176|2015-02-08|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9177|2015-02-15|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9178|2015-02-22|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9179|2015-03-01|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9180|2015-03-08|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9181|2015-03-15|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9182|2015-03-22|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9183|2015-03-29|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9184|2015-04-05|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9185|2015-04-12|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9186|2015-04-19|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9187|2015-04-26|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9188|2015-05-03|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9189|2015-05-10|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9190|2015-05-17|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9191|2015-05-24|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9192|2015-05-31|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9193|2015-06-07|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9194|2015-06-14|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9195|2015-06-21|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9196|2015-06-28|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9197|2015-07-05|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9198|2015-07-12|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9199|2015-07-19|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9200|2015-07-26|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9201|2015-08-02|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9202|2015-08-09|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9203|2015-08-16|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9204|2015-08-23|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9205|2015-08-30|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9206|2015-09-06|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9207|2015-09-13|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9208|2015-09-20|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9209|2015-09-27|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9210|2015-10-04|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9211|2015-10-11|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9212|2015-10-18|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9213|2015-10-25|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9214|2015-11-01|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9215|2015-11-08|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9216|2015-11-15|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9217|2015-11-22|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9218|2015-11-29|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9219|2015-12-06|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9220|2015-12-13|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9221|2015-12-20|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9222|2015-12-27|0.0|230300|Caridade|CE|62730-000|-4.2010000000000005|-39.1415
9433|2015-01-04|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9434|2015-01-11|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9435|2015-01-18|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9436|2015-01-25|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9437|2015-02-01|1.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9438|2015-02-08|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9439|2015-02-15|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9440|2015-02-22|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9441|2015-03-01|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9442|2015-03-08|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9443|2015-03-15|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9444|2015-03-22|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9445|2015-03-29|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9446|2015-04-05|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9447|2015-04-12|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9448|2015-04-19|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9449|2015-04-26|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9450|2015-05-03|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9451|2015-05-10|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9452|2015-05-17|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9453|2015-05-24|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9454|2015-05-31|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9455|2015-06-07|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9456|2015-06-14|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9457|2015-06-21|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9458|2015-06-28|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9459|2015-07-05|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9460|2015-07-12|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9461|2015-07-19|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9462|2015-07-26|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9463|2015-08-02|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9464|2015-08-09|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9465|2015-08-16|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9466|2015-08-23|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9467|2015-08-30|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9468|2015-09-06|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9469|2015-09-13|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9470|2015-09-20|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9471|2015-09-27|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9472|2015-10-04|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9473|2015-10-11|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9474|2015-10-18|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9475|2015-10-25|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9476|2015-11-01|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9477|2015-11-08|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9478|2015-11-15|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9479|2015-11-22|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9480|2015-11-29|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9481|2015-12-06|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9482|2015-12-13|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9483|2015-12-20|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9484|2015-12-27|0.0|230310|Cariré|CE|62184-000|-3.9359|-40.5468
9695|2015-01-04|0.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9696|2015-01-11|0.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9697|2015-01-18|1.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9698|2015-01-25|0.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9699|2015-02-01|0.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9700|2015-02-08|1.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9701|2015-02-15|0.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9702|2015-02-22|1.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9703|2015-03-01|0.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9704|2015-03-08|1.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9705|2015-03-15|2.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9706|2015-03-22|2.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9707|2015-03-29|1.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9708|2015-04-05|7.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9709|2015-04-12|5.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9710|2015-04-19|2.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9711|2015-04-26|3.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9712|2015-05-03|11.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
9713|2015-05-10|8.0|230320|Caririaçu|CE|63220-000|-7.0417|-39.2542
